PC1,PC2,Cluster
6.980757965734739,1.7979091335792616,2
6.959219481029738,1.6651786273905047,2
6.5907297569048655,1.4309742116115463,2
5.638485492402321,1.1479037840951876,2
5.092015345977673,0.8410976445013176,2
4.564900832567558,0.5111112880231579,2
4.271908195514852,0.0687613187258144,2
3.9931347732033653,-0.3961146212756145,2
3.5807115962865113,-0.7923758144821441,2
3.2738964484478017,-1.1423109708329806,1
2.481060510810857,-1.4514071521509377,1
2.119842700283732,-1.743536229052338,1
1.5399466104613535,-1.8751094350467628,1
1.013110277958405,-1.9883952613435245,1
0.5148304997098881,-1.895736691166669,1
0.8703274130052819,-1.8352508179459663,1
1.9839471578793653,-1.529699438533796,1
